1,1041
2,946
3,981
4,972
5,1002
6,1009
7,998
8,985
9,972
10,1015
11,979
12,985
13,992
14,976
15,1007
16,994
17,1017
18,1029
19,971
20,1020
21,1014
22,987
23,999
24,1045
25,1024
26,1036
27,934
28,996
29,998
30,1040
31,1026
32,1012
33,1084
34,1079
35,1013
36,1002
37,965
38,990
39,1054
40,998
41,1027
42,947
43,1025
44,1018
45,951
46,1045
47,982
48,962
49,1078
50,954
51,984
52,1010
53,1037
54,1009
55,993
56,1053
57,1054
58,969
59,1053
60,1019
61,1026
62,1046
63,982
64,994
65,1040
66,984
67,976
68,1019
69,971
70,1003
71,993
72,979
73,1022
74,1075
75,1004
76,1058
77,1002
78,967
79,1037
80,979
81,1023
82,984
83,999
84,1019
85,1014
86,994
87,978
88,1047
89,990
90,984
91,1048
92,1025
93,1054
94,1039
95,1027
96,1014
97,1035
98,1019
99,962
100,1064
101,995
102,1007
103,1064
104,1011
105,975
106,992
107,984
108,935
109,982
110,997
111,1014
112,945
113,968
114,992
115,1013
116,1004
117,982
118,973
119,934
120,1033
121,966
122,978
123,981
124,973
125,1059
126,986
127,1013
128,988
129,1016
130,1011
131,981
132,1001
133,978
134,992
135,1046
136,1012
137,1027
138,942
139,1017
140,993
141,983
142,1007
143,1001
144,1001
145,1004
146,1007
147,992
148,1004
149,1064
150,1016
151,1011
152,991
153,1065
154,1054
155,1026
156,950
157,1018
158,1029
159,1005
160,1008
161,1035
162,1000
163,1032
164,1018
165,1067
166,966
167,967
168,993
169,969
170,1013
171,1025
172,1016
173,1010
174,991
175,990
176,1062
177,1020
178,1008
179,993
180,1012
181,997
182,956
183,1015
184,962
185,974
186,1045
187,981
188,1020
189,1035
190,1018
191,966
192,989
193,1039
194,985
195,1000
196,1041
197,1030
198,1031
199,1052
200,921
201,1012
202,1009
203,1062
204,974
205,967
206,999
207,980
208,1015
209,1031
210,1028
211,1053
212,970
213,993
214,1034
215,1008
216,938
217,1015
218,978
219,1027
220,976
221,939
222,1066
223,1030
224,1051
225,964
226,1041
227,999
228,991
229,1061
230,967
231,1018
232,1012
233,968
234,1064
235,1032
236,979
237,1033
238,998
239,1019
240,1020
241,1037
242,1036
243,973
244,1005
245,1060
246,1039
247,1053
248,976
249,1018
250,1008
251,990
252,1040
253,987
254,975
255,1016
256,1061
257,1008
258,983
259,991
260,985
261,943
262,963
263,1015
264,953
265,1056
266,1035
267,976
268,1059
269,1005
270,986
271,996
272,983
273,1006
274,1020
275,1084
276,1006
277,1027
278,1040
279,1028
280,1007
281,1055
282,1004
283,957
284,1047
285,1021
286,968
287,980
288,1012
289,983
290,962
291,1039
292,1047
293,1030
294,1010
295,959
296,964
297,993
298,998
299,986
300,1010
301,989
302,1062
303,1009
304,980
305,959
306,1015
307,1042
308,994
309,983
310,1022
311,1050
312,1035
313,950
314,1030
315,1012
316,1050
317,1036
318,1007
319,1000
320,1050
321,986
322,1049
323,980
324,1032
325,987
326,1047
327,1010
328,964
329,992
330,999
331,1028
332,1013
333,1015
334,985
335,981
336,1052
337,1008
338,1055
339,1020
340,953
341,1028
342,972
343,1000
344,1047
345,1040
346,1022
347,1063
348,1011
349,975
350,970
351,989
352,1022
353,1081
354,1033
355,1017
356,993
357,1005
358,1028
359,993
360,985
361,995
362,985
363,1055
364,1035
365,978
366,977
367,1001
368,982
369,948
370,994
371,1024
372,978
373,1004
374,1061
375,1021
376,1019
377,1031
378,1005
379,1050
380,954
381,1046
382,960
383,1029
384,991
385,945
386,1054
387,1051
388,987
389,994
390,1062
391,934
392,1043
393,1022
394,1063
395,1049
396,984
397,1007
398,983
399,980
400,1020
401,996
402,949
403,1047
404,999
405,981
406,956
407,1028
408,1044
409,947
410,1024
411,990
412,1028
413,1060
414,973
415,1039
416,1064
417,1041
418,983
419,1004
420,994
421,951
422,956
423,1082
424,979
425,1100
426,1006
427,1031
428,1013
429,981
430,1072
431,969
432,991
433,969
434,971
435,1009
436,953
437,948
438,1037
439,997
440,1013
441,1020
442,1044
443,972
444,1021
445,1019
446,1018
447,1033
448,972
449,968
450,1081
451,1083
452,1066
453,993
454,1045
455,1028
456,947
457,1060
458,1044
459,937
460,1035
461,1053
462,1048
463,1096
464,991
465,1017
466,1019
467,1026
468,982
469,996
470,1032
471,971
472,1046
473,987
474,1008
475,960
476,1010
477,982
478,997
479,1033
480,993
481,977
482,1038
483,998
484,993
485,1021
486,1035
487,993
488,1010
489,1012
490,1006
491,996
492,999
493,1023
494,1006
495,1020
496,1011
497,1092
498,1033
499,1033
500,1063
501,955
502,998
503,1002
504,1028
505,1070
506,990
507,967
508,999
509,1001
510,1021
511,961
512,1012
513,1021
514,1008
515,996
516,1017
517,1036
518,990
519,1019
520,1007
521,973
522,962
523,1057
524,995
525,996
526,1024
527,1012
528,957
529,988
530,1005
531,1028
532,1013
533,985
534,1021
535,1020
536,1038
537,1003
538,1049
539,1048
540,996
541,1011
542,957
543,973
544,1044
545,1045
546,970
547,1003
548,980
549,1009
550,982
551,956
552,1022
553,1008
554,983
555,1008
556,990
557,973
558,986
559,989
560,1002
561,989
562,1025
563,1031
564,1013
565,1009
566,1044
567,1022
568,1071
569,951
570,975
571,993
572,1031
573,931
574,1015
575,1033
576,1002
577,1082
578,1021
579,981
580,1043
581,1007
582,1011
583,969
584,1005
585,1034
586,1001
587,986
588,1005
589,1136
590,996
591,1019
592,958
593,1012
594,1000
595,989
596,1008
597,1023
598,1016
599,971
600,1034
601,967
602,971
603,1041
604,1030
605,1036
606,978
607,1025
608,990
609,1024
610,980
611,993
612,1040
613,1023
614,1047
615,1040
616,1034
617,978
618,1010
619,998
620,1042
621,1017
622,994
623,997
624,994
625,1014
626,1005
627,986
628,982
629,1006
630,1004
631,973
632,1020
633,1009
634,1121
635,1025
636,987
637,1019
638,996
639,994
640,998
641,987
642,993
643,1003
644,1016
645,952
646,995
647,973
648,1042
649,1007
650,939
651,1087
652,1016
653,1020
654,983
655,1030
656,1018
657,1011
658,1014
659,994
660,1013
661,1018
662,1000
663,1010
664,993
665,1080
666,1048
667,1045
668,1021
669,1012
670,1013
671,989
672,1050
673,970
674,1006
675,1056
676,1045
677,1030
678,994
679,951
680,996
681,1041
682,942
683,957
684,959
685,1007
686,1006
687,1026
688,998
689,999
690,1011
691,1002
692,1056
693,946
694,1039
695,1004
696,992
697,1023
698,1061
699,973
700,967
701,1038
702,1083
703,1034
704,972
705,987
706,944
707,970
708,1048
709,964
710,1016
711,986
712,980
713,961
714,1022
715,942
716,981
717,1013
718,1010
719,1019
720,981
721,1012
722,1009
723,1042
724,974
725,1045
726,1005
727,987
728,1065
729,989
730,1031
731,1009
732,1034
733,978
734,979
735,1026
736,971
737,942
738,1032
739,1001
740,948
741,958
742,961
743,1071
744,976
745,987
746,965
747,1003
748,1051
749,1006
750,1009
751,968
752,988
753,1020
754,1005
755,983
756,1004
757,1021
758,974
759,992
760,1048
761,1026
762,1004
763,1016
764,977
765,1034
766,1013
767,1057
768,1005
769,923
770,958
771,984
772,1014
773,985
774,951
775,1052
776,958
777,954
778,977
779,1011
780,932
781,997
782,952
783,985
784,1034
785,992
786,933
787,956
788,909
789,970
790,941
791,992
792,950
793,923
794,994
795,952
796,992
797,979
798,1012
799,948
800,973
801,991
802,992
803,966
804,1010
805,1028
806,1026
807,1012
808,983
809,1000
810,977
811,999
812,991
813,973
814,962
815,971
816,1006
817,903
818,957
819,967
820,981
821,970
822,989
823,941
824,955
825,994
826,1004
827,919
828,940
829,960
830,1014
831,984
832,1000
833,940
834,989
835,957
836,949
837,999
838,959
839,987
840,1004
841,960
842,984
843,925
844,993
845,1040
846,939
847,945
848,980
849,929
850,1003
851,943
852,992
853,932
854,959
855,978
856,972
857,944
858,975
859,984
860,952
861,1039
862,989
863,975
864,951
865,1008
866,1002
867,949
868,980
869,996
870,975
871,1004
872,1010
873,1001
874,1005
875,1023
876,1003
877,1036
878,926
879,987
880,996
881,962
882,973
883,981
884,988
885,929
886,960
887,965
888,954
889,988
890,938
891,978
892,1030
893,940
894,979
895,987
896,1034
897,968
898,943
899,1017
900,961
901,930
902,968
903,997
904,979
905,1024
906,966
907,967
908,947
909,1031
910,936
911,1008
912,1007
913,980
914,953
915,1002
916,999
917,964
918,1004
919,1004
920,966
921,1016
922,992
923,957
924,1004
925,986
926,940
927,967
928,960
929,977
930,979
931,969
932,948
933,1008
934,1022
935,959
936,936
937,1010
938,976
939,943
940,1007
941,941
942,1005
943,966
944,931
945,954
946,941
947,965
948,971
949,953
950,995
951,974
952,976
953,942
954,958
955,985
956,968
957,969
958,984
959,932
960,934
961,983
962,951
963,1060
964,995
965,948
966,989
967,970
968,988
969,994
970,963
971,946
972,972
973,978
974,992
975,1011
976,929
977,940
978,971
979,954
980,977
981,1015
982,1021
983,981
984,965
985,997
986,988
987,974
988,996
989,1002
990,939
991,936
992,999
993,959
994,986
995,970
996,947
997,998
998,999
999,945
1000,958
